key, en
SOrA:N71CA, Carter Light
SOrA:N71CB, Cranbrook Hill
SOrA:N71FO, Foothills
SOrA:N71FR, Fraserview
SOrA:N71HE, Heritage
SOrA:N71HG, Highglen
SOrA:N71HL, Highland Park
SOrA:N71LA, Lakewood
SOrA:N71PC, Pinecone
SOrA:N71PE, Perry
SOrA:N71PH, Peden Hill
SOrA:N71PW, Pinewood
SOrA:N71QU, Quinson
SOrA:N71SL, Spruceland
SOrA:N71WW, Westwood
SOrA:N72AS, Assman
SOrA:N72CE, Central
SOrA:N72CO, Connaught
SOrA:N72CR, Crescents
SOrA:N72DT, Downtown PG
SOrA:N72EE, East End
SOrA:N72MD, Millar Addition
SOrA:N72NV, Nechako View
SOrA:N72SE, Seymour
SOrA:N72SF, South Fort George
SOrA:N72VB, Van Bow
SOrA:N72VL, VLA
SOrA:N73AB, Aberdeen PG
SOrA:N73BW, Birchwood
SOrA:N73EM, Emerald
SOrA:N73ET, Edgewood Terrace
SOrA:N73HH, Hart Highlands
SOrA:N73HV, Harper Valley
SOrA:N73HW, Hart Highway
SOrA:N73IN, Ingala
SOrA:N73MA, Mount Alder
SOrA:N73NC, Nechako Bench
SOrA:N73NK, North Kelly
SOrA:N73NM, North Meadows
SOrA:N73NR, Nechako Ridge
SOrA:N73OS, Old Summit Lake Road
SOrA:N73VV, Valleyview
SOrA:N73WA, West Austin
SOrA:N74CS, Charella/Starlane
SOrA:N74GA, Gauthier
SOrA:N74HA, Haldi
SOrA:N74JE, Jensen
SOrA:N74LC, Lower College
SOrA:N74LF, Lafreniere
SOrA:N74PA, Parkridge
SOrA:N74ST, St. Lawrence Heights
SOrA:N74UC, Upper College
SOrA:N74WA, Western Acres
SOrA:N75AP, Airport
SOrA:N75BC, BCR Industrial
SOrA:N75DA, Danson
SOrA:N75NB, North Blackburn
SOrA:N75SB, South Blackburn
SOrA:N75SN, Sintich
SOrA:N76BL, Bear Lake
SOrA:N76CH, Chief Lake Road
SOrA:N76HR, Hobby Ranches
SOrA:N76NE, Ness Lake
SOrA:N76NU, Nukko Lake
SOrA:N76RE, Reid Lake
SOrA:N76SU, Summit Lake
SOrA:N76SV, Salmon Valley
SOrA:N77BD, Bednesti
SOrA:N77BK, Blackwater
SOrA:N77BV, Beaverley
SOrA:N77CL, Cluculz Lake
SOrA:N77IP, Isle Pierre
SOrA:N77LM, Lower Mud
SOrA:N77MI, Miworth
SOrA:N77UM, Upper Mud
SOrA:N78BH, Buckhorn
SOrA:N78HI, Hixon
SOrA:N78PV, Pineview
SOrA:N78RR, Red Rock/Stoner
SOrA:N80GI, Giscome/Ferndale
SOrA:N80HD, Hansard
SOrA:N80PU, Purden
SOrA:N80SH, Shelley
SOrA:N80TL, Tabor Lake
SOrA:N80UF, Upper Fraser
SOrA:N80WI, Willow River
SOrA:N81DC, Dome Creek
SOrA:N81MB, McBride - Town
SOrA:N81MW, McBride - Rural West
SOrA:N81VM, Valemount - Town
SOrA:N81VS, Valemount - Rural South
SOrA:N81VW, Valemount - Rural West
SOrA:N88LL, Lakelse Lake
SOrA:N88NW, Terrace - Northwest/Rosswood
SOrA:N88RE, Terrace - Rural East/Cedarvale
SOrA:N88SC, Stewart/Cassiar
SOrA:N88SW, Terrace - Rural Southwest
SOrA:N88TE, Terrace - City
SOrA:N88TH, Thornhill
SOrA:N89KI, Kitimat
SOrA:N90, BCNREB
SOrA:N90OT, BCNREB Out of Area
SOrA:N999, BCN Fake SubAreaComm
SOrA:V999, VAN Fake SubAreaComm
SOrA:VBDBD, Bowen Island
SOrA:VBEBE, East Burnaby
SOrA:VBECR, The Crest
SOrA:VBEED, Edmonds BE
SOrA:VBNBP, Brentwood Park
SOrA:VBNCA, Cariboo
SOrA:VBNCB, Central BN
SOrA:VBNCH, Capitol Hill BN
SOrA:VBNFH, Forest Hills BN
SOrA:VBNGR, Government Road
SOrA:VBNLC, Lake City Industrial
SOrA:VBNMO, Montecito
SOrA:VBNOK, Oakdale
SOrA:VBNPC, Parkcrest
SOrA:VBNSD, Sperling-Duthie
SOrA:VBNSF, Simon Fraser Univer.
SOrA:VBNSH, Sullivan Heights
SOrA:VBNSI, Simon Fraser Hills
SOrA:VBNVH, Vancouver Heights
SOrA:VBNWH, Willingdon Heights
SOrA:VBNWR, Westridge BN
SOrA:VBSBB, Big Bend
SOrA:VBSBH, Burnaby Hospital
SOrA:VBSBK, Buckingham Heights
SOrA:VBSBL, Burnaby Lake
SOrA:VBSCP, Central Park BS
SOrA:VBSDL, Deer Lake
SOrA:VBSDP, Deer Lake Place
SOrA:VBSFG, Forest Glen BS
SOrA:VBSGT, Greentree Village
SOrA:VBSGV, Garden Village
SOrA:VBSHG, Highgate
SOrA:VBSME, Metrotown
SOrA:VBSOL, Oaklands
SOrA:VBSSC, Suncrest
SOrA:VBSSS, South Slope
SOrA:VBSUD, Upper Deer Lake
SOrA:VCQBM, Burke Mountain
SOrA:VCQCC, Central Coquitlam
SOrA:VCQCE, Coquitlam East
SOrA:VCQCH, Cape Horn
SOrA:VCQCS, Chineside
SOrA:VCQCW, Coquitlam West
SOrA:VCQCY, Canyon Springs
SOrA:VCQER, Eagle Ridge CQ
SOrA:VCQHC, Harbour Chines
SOrA:VCQHO, Hockaday
SOrA:VCQHP, Harbour Place
SOrA:VCQMB, Meadow Brook
SOrA:VCQML, Maillardville
SOrA:VCQNC, North Coquitlam
SOrA:VCQNH, New Horizons
SOrA:VCQPR, Park Ridge Estates
SOrA:VCQRP, Ranch Park
SOrA:VCQRS, River Springs
SOrA:VCQSC, Scott Creek
SOrA:VCQSV, Summitt View
SOrA:VCQUE, Upper Eagle Ridge
SOrA:VCQWP, Westwood Plateau
SOrA:VCQWS, Westwood Summit CQ
SOrA:VISGB, Gabriola Island
SOrA:VISGL, Galiano Island
SOrA:VISMA, Mayne Island
SOrA:VISOT, Islands Other
SOrA:VISPE, Pender Island
SOrA:VISSS, Salt Spring Island
SOrA:VISST, Saturna Island
SOrA:VLDAI, Annacis Island
SOrA:VLDDM, Delta Manor
SOrA:VLDEA, East Delta
SOrA:VLDHA, Hawthorne
SOrA:VLDHO, Holly
SOrA:VLDLA, Ladner Rural
SOrA:VLDLE, Ladner Elementary
SOrA:VLDNG, Neilsen Grove
SOrA:VLDPG, Port Guichon
SOrA:VLDTB, Tilbury
SOrA:VLDWI, Westham Island
SOrA:VMRAL, Albion
SOrA:VMRCO, Cottonwood MR
SOrA:VMREC, East Central
SOrA:VMRNE, Northeast
SOrA:VMRNO, North Maple Ridge
SOrA:VMRNW, Northwest Maple Ridge
SOrA:VMRSV, Silver Valley
SOrA:VMRSW, Southwest Maple Ridge
SOrA:VMRTH, Thornhill MR
SOrA:VMRWB, Websters Corners
SOrA:VMRWC, West Central
SOrA:VMRWH, Whonnock
SOrA:VNVBD, Boulevard
SOrA:VNVBL, Blueridge NV
SOrA:VNVBR, Braemar
SOrA:VNVCA, Capilano NV
SOrA:VNVCL, Central Lonsdale
SOrA:VNVCV, Calverhall
SOrA:VNVCY, Canyon Heights NV
SOrA:VNVDC, Deep Cove
SOrA:VNVDE, Delbrook
SOrA:VNVDO, Dollarton
SOrA:VNVED, Edgemont
SOrA:VNVFH, Forest Hills NV
SOrA:VNVGW, Grouse Woods
SOrA:VNVHS, Harbourside
SOrA:VNVIA, Indian Arm
SOrA:VNVIR, Indian River
SOrA:VNVLL, Lower Lonsdale
SOrA:VNVLV, Lynn Valley
SOrA:VNVLY, Lynnmour
SOrA:VNVMC, Mosquito Creek
SOrA:VNVNG, Norgate
SOrA:VNVNL, Northlands
SOrA:VNVPH, Pemberton Heights
SOrA:VNVPN, Pemberton NV
SOrA:VNVPP, Princess Park
SOrA:VNVQU, Queensbury
SOrA:VNVRP, Roche Point
SOrA:VNVSY, Seymour NV
SOrA:VNVTE, Tempe
SOrA:VNVUD, Upper Delbrook
SOrA:VNVUL, Upper Lonsdale
SOrA:VNVWL, Westlynn
SOrA:VNVWP, Windsor Park NV
SOrA:VNVWS, Woodlands-Sunshine-Cascade
SOrA:VNVWT, Westlynn Terrace
SOrA:VNWBR, Brunette
SOrA:VNWCH, Connaught Heights
SOrA:VNWDT, Downtown NW
SOrA:VNWFV, Fraserview NW
SOrA:VNWGN, GlenBrooke North
SOrA:VNWMP, Moody Park
SOrA:VNWNA, North Arm
SOrA:VNWQB, Queensborough
SOrA:VNWQP, Queens Park
SOrA:VNWQY, Quay
SOrA:VNWSA, Sapperton
SOrA:VNWTH, The Heights NW
SOrA:VNWUP, Uptown NW
SOrA:VNWWE, West End NW
SOrA:VOTOT, Out of Town
SOrA:VPEBI, Birken
SOrA:VPEDE, Devine
SOrA:VPEDY, D'Arcy
SOrA:VPEIL, Ivey Lake Estates
SOrA:VPELL, Lillooet Lake
SOrA:VPEMC, Mount Currie
SOrA:VPEOR, Owl Ridge
SOrA:VPEPC, Poole Creek
SOrA:VPEPE, Pemberton
SOrA:VPEPM, Pemberton Meadows
SOrA:VPEWE, Walkerville Estates
SOrA:VPICM, Central Meadows
SOrA:VPIMM, Mid Meadows
SOrA:VPINM, North Meadows PI
SOrA:VPISM, South Meadows
SOrA:VPIWM, West Meadows
SOrA:VPMAN, Anmore
SOrA:VPMBL, Belcarra
SOrA:VPMBS, Barber Street
SOrA:VPMCP, College Park PM
SOrA:VPMGL, Glenayre
SOrA:VPMHM, Heritage Mountain
SOrA:VPMHW, Heritage Woods PM
SOrA:VPMIO, Ioco
SOrA:VPMMM, Mountain Meadows
SOrA:VPMNS, North Shore Pt Moody
SOrA:VPMPM, Port Moody Centre
SOrA:VPQBL, Birchland Manor
SOrA:VPQCE, Central Pt Coquitlam
SOrA:VPQCI, Citadel PQ
SOrA:VPQGL, Glenwood PQ
SOrA:VPQLM, Lower Mary Hill
SOrA:VPQLP, Lincoln Park PQ
SOrA:VPQMH, Mary Hill
SOrA:VPQOH, Oxford Heights
SOrA:VPQRD, Riverwood
SOrA:VPQWA, Woodland Acres PQ
SOrA:VRI10, Sea Island
SOrA:VRI11, Bridgeport RI
SOrA:VRI12, West Cambie
SOrA:VRI13, East Cambie
SOrA:VRI20, Terra Nova
SOrA:VRI21, Riverdale RI
SOrA:VRI22, Quilchena RI
SOrA:VRI23, Granville
SOrA:VRI30, Seafair
SOrA:VRI31, Boyd Park
SOrA:VRI32, Lackner
SOrA:VRI40, Steveston Village
SOrA:VRI41, Steveston North
SOrA:VRI42, Steveston South
SOrA:VRI43, Westwind
SOrA:VRI50, Woodwards
SOrA:VRI51, Broadmoor
SOrA:VRI52, Garden City
SOrA:VRI53, Saunders
SOrA:VRI54, South Arm
SOrA:VRI60, Brighouse
SOrA:VRI61, Brighouse South
SOrA:VRI62, McLennan North
SOrA:VRI70, Gilmore
SOrA:VRI71, McLennan
SOrA:VRI72, East Richmond
SOrA:VRI80, McNair
SOrA:VRI81, Ironwood
SOrA:VRI90, Hamilton RI
SOrA:VSCGB, Gibsons & Area
SOrA:VSCGM, Gambier Island
SOrA:VSCHB, Halfmn Bay Secret Cv Redroofs
SOrA:VSCKE, Keats Island
SOrA:VSCNE, Nelson Island
SOrA:VSCPE, Pender Harbour Egmont
SOrA:VSCRC, Roberts Creek
SOrA:VSCSD, Sechelt District
SOrA:VSQBB, Britannia Beach
SOrA:VSQBC, Brennan Center
SOrA:VSQBP, Business Park
SOrA:VSQBR, Brackendale
SOrA:VSQDT, Downtown SQ
SOrA:VSQDV, Dentville
SOrA:VSQGE, Garibaldi Estates
SOrA:VSQGH, Garibaldi Highlands
SOrA:VSQHH, Hospital Hill
SOrA:VSQNY, Northyards
SOrA:VSQPL, Plateau
SOrA:VSQPV, Paradise Valley
SOrA:VSQRC, Ring Creek
SOrA:VSQSR, Squamish Rural
SOrA:VSQTA, Tantalus
SOrA:VSQUH, University Highlands
SOrA:VSQUS, Upper Squamish
SOrA:VSQVC, Valleycliffe
SOrA:VTWBB, Boundary Beach
SOrA:VTWBG, Beach Grove
SOrA:VTWCD, Cliff Drive
SOrA:VTWCT, Tsawwassen Central
SOrA:VTWEB, English Bluff
SOrA:VTWPH, Pebble Hill
SOrA:VTWTE, Tsawwassen East
SOrA:VVECH, Champlain Heights
SOrA:VVECO, Collingwood VE
SOrA:VVEDT, Downtown VE
SOrA:VVEFR, Fraser VE
SOrA:VVEFV, Fraserview VE
SOrA:VVEGW, Grandview Woodland
SOrA:VVEHA, Hastings
SOrA:VVEKL, Killarney VE
SOrA:VVEKN, Knight
SOrA:VVEMN, Main
SOrA:VVEMP, Mount Pleasant VE
SOrA:VVERE, Renfrew VE
SOrA:VVERH, Renfrew Heights
SOrA:VVESM, South Marine
SOrA:VVEST, Strathcona
SOrA:VVESU, Hastings Sunrise
SOrA:VVESV, South Vancouver
SOrA:VVEVI, Victoria VE
SOrA:VVWAR, Arbutus
SOrA:VVWCA, Cambie
SOrA:VVWCB, Coal Harbour
SOrA:VVWDT, Downtown VW
SOrA:VVWDU, Dunbar
SOrA:VVWFA, Fairview VW
SOrA:VVWFC, False Creek
SOrA:VVWKE, Kerrisdale
SOrA:VVWKT, Kitsilano
SOrA:VVWMH, MacKenzie Heights
SOrA:VVWMP, Mount Pleasant VW
SOrA:VVWMR, Marpole
SOrA:VVWOA, Oakridge VW
SOrA:VVWPG, Point Grey
SOrA:VVWQU, Quilchena
SOrA:VVWSC, South Cambie
SOrA:VVWSG, South Granville
SOrA:VVWSH, Shaughnessy
SOrA:VVWSL, Southlands
SOrA:VVWSW, S.W. Marine
SOrA:VVWUL, University VW
SOrA:VVWWE, West End VW
SOrA:VVWYA, Yaletown
SOrA:VWHAM, Alpine Meadows
SOrA:VWHAV, Alta Vista
SOrA:VWHBA, Bayshores
SOrA:VWHBE, Benchlands
SOrA:VWHBH, Blueberry Hill
SOrA:VWHBR, Brio
SOrA:VWHBT, Black Tusk - Pinecrest
SOrA:VWHCA, Callaghan
SOrA:VWHCC, Cheakamus Crossing
SOrA:VWHCE, Whistler Cay Estates
SOrA:VWHCH, Whistler Cay Heights
SOrA:VWHCR, Whistler Creek
SOrA:VWHEE, Emerald Estates
SOrA:VWHFJ, Function Junction
SOrA:VWHGL, Green Lake Estates
SOrA:VWHNE, Nesters
SOrA:VWHNO, Nordic
SOrA:VWHRW, Rainbow
SOrA:VWHSC, Spring Creek
SOrA:VWHSG, Spruce Grove
SOrA:VWHVI, Whistler Village
SOrA:VWHWE, Westside
SOrA:VWHWG, White Gold
SOrA:VWHWW, WedgeWoods
SOrA:VWVAL, Altamont
SOrA:VWVAM, Ambleside
SOrA:VWVBP, British Properties
SOrA:VWVBR, Bayridge
SOrA:VWVCA, Caulfeild
SOrA:VWVCB, Canterbury WV
SOrA:VWVCD, Cedardale
SOrA:VWVCE, Cypress Park Estates
SOrA:VWVCP, Chelsea Park
SOrA:VWVCW, Chartwell
SOrA:VWVCY, Cypress
SOrA:VWVDR, Deer Ridge WV
SOrA:VWVDU, Dundarave
SOrA:VWVEH, Eagle Harbour
SOrA:VWVER, Eagleridge
SOrA:VWVFC, Furry Creek
SOrA:VWVGL, Gleneagles
SOrA:VWVGM, Glenmore
SOrA:VWVHB, Horseshoe Bay WV
SOrA:VWVHS, Howe Sound
SOrA:VWVLB, Lions Bay
SOrA:VWVOC, Olde Caulfeild
SOrA:VWVPA, Passage Island
SOrA:VWVPO, Porteau Cove
SOrA:VWVPR, Park Royal
SOrA:VWVPV, Panorama Village
SOrA:VWVQU, Queens
SOrA:VWVRR, Rockridge
SOrA:VWVSC, Sandy Cove
SOrA:VWVSH, Sentinel Hill
SOrA:VWVUC, Upper Caulfeild
SOrA:VWVWB, West Bay
SOrA:VWVWC, Whytecliff
SOrA:VWVWE, Whitby Estates
SOrA:VWVWH, Westhill
SOrA:VWVWM, Westmount WV
SOrA:N88AT, Atlin
SOrA:N27LI, Likely
SOrA:VTWTN, Tsawwassen North
BoardID:F, Fraser Valley Real Estate Board
BoardID:H, Chilliwack & District Real Estate Board
BoardID:N, BC Northern Real Estate Board
BoardID:V, Real Estate Board of Greater Vancouver
TitletoLnd:FHNST, Freehold NonStrata
TitletoLnd:FHST, Freehold Strata
TitletoLnd:FIRST, First Nations Lease
TitletoLnd:LNPNS, Leasehold not prepaid-NonStrata
TitletoLnd:LNPS, Leasehold not prepaid-Strata
TitletoLnd:LPNS, Leasehold prepaid-NonStrata
TitletoLnd:LPS, Leasehold prepaid-Strata
TitletoLnd:OTHER, Other
TitletoLnd:SHCOP, Shares in Co-operative
TitletoLnd:TSHAR, Time Share
TitletoLnd:UNINT, Undivided Interest
TitletoLnd:VACOW, Vacation Ownership
PrDsclYOrN:N, No
PrDsclYOrN:Y, Yes
TaxUtlIncl:N, No
TaxUtlIncl:Y, Yes
FloodPln:E, Exempt
FloodPln:N, No
FloodPln:Y, Yes
View:N, No
View:Y, Yes
Rezone:N, No
Rezone:U, Not Known
Rezone:Y, Yes
BldgPrmtAp:N, No
BldgPrmtAp:Y, Yes
SktchAtch:N, No
SktchAtch:Y, Yes
InfoPkgAvl:N, No
InfoPkgAvl:Y, Yes
Trees:N, No
Trees:Y, Yes
PropType:L, Land Only
PropType:D, Residential Detached
PropType:A, Residential Attached
PropType:M, Multifamily
MeasType:F, Feet
MeasType:M, Metres
DevPermit:N, No
DevPermit:Y, Yes
LandUse:3PLEX, Triplex
LandUse:4PLEX, Fourplex
LandUse:DUPLX, Duplex
LandUse:HOUSE, House/Single Family
LandUse:MIXED, Mixed
LandUse:OTHER, Other
LandUse:RECRE, Recreational
ALR:N, No
ALR:Y_ALR, Yes - Agricultural Land Reserve
ALR:Y_FLR, Yes - Forest Land Reserve
SanitrySwr:ATLOT, At Lot Line
SanitrySwr:AVAIL, Available
SanitrySwr:COMM, Community
SanitrySwr:LAGN, Lagoon
SanitrySwr:NEAR, Nearby
SanitrySwr:NONE, None
SanitrySwr:SEPT, Septic
SanitrySwr:UNKNW, Unknown
StormSwr:ATLOT, At Lot Line
StormSwr:AVAIL, Available
StormSwr:NEAR, Nearby
StormSwr:NONE, None
Electricty:ATLOT, At Lot Line
Electricty:AVAIL, Available
Electricty:NEAR, Nearby
Electricty:NONE, None Available
NaturalGas:ATLOT, At Lot Line
NaturalGas:AVAIL, Available
NaturalGas:NEAR, Nearby
NaturalGas:NONE, Not Available
PhoneServ:ATLOT, At Lot Line
PhoneServ:NEAR, Available Nearby
PhoneServ:NONE, Not Available
PhoneServ:ONPRP, On Property
Prospectus:NTREQ, Not Required
Prospectus:OTHER, Other (See Remarks)
Prospectus:PRODE, Available Through Developers
Prospectus:PROLB, Available Through L.B.
BldgPlans:AVAIL, Available
BldgPlans:MAND, Mandatory
BldgPlans:NAVA, Not Available
PercTstAvl:N, No
PercTstAvl:Y, Yes
Fencing:NONE, None
Fencing:OTHER, Other
Fencing:RAIL, Rail
Fencing:WIRE, Wire
AccestoPrp:ALLOW, Allowed Access
AccestoPrp:LANE, Lane Access
AccestoPrp:MIXED, Mixed
AccestoPrp:NONE, No Access
AccestoPrp:ROAD, Road Access
AccestoPrp:WATER, Water Access
WtrSupply:CISTN, Cistern
WtrSupply:COMMU, Community
WtrSupply:DWELL, Well - Drilled
WtrSupply:MUNIC, City/Municipal
WtrSupply:NONE, None
WtrSupply:OLIC, Other-Licensed
WtrSupply:OTHER, Other
WtrSupply:SANDP, Sandpoint
WtrSupply:SWELL, Well - Shallow
FrntDrxpsr:973, North
FrntDrxpsr:974, South
FrntDrxpsr:975, East
FrntDrxpsr:976, West
FrntDrxpsr:977, Northeast
FrntDrxpsr:978, Northwest
FrntDrxpsr:979, Southeast
FrntDrxpsr:980, Southwest
SlrsIntrst:981, Assign. of Contract
SlrsIntrst:982, Committee/Trustee
SlrsIntrst:983, Contractual Interest
SlrsIntrst:984, Court Ordered Sale
SlrsIntrst:985, Estate Sale
SlrsIntrst:986, Option
SlrsIntrst:987, Power of Attorney
SlrsIntrst:988, Registered Owner
CableServc:989, At Lot Line
CableServc:990, On Property
CableServc:991, Available Nearby
CableServc:992, Not Available
PrkngAccss:993, Front
PrkngAccss:994, Lane
PrkngAccss:995, Rear
PrkngAccss:996, Side
Restrictns:997, Air Space
Restrictns:998, Building
Restrictns:999, Development
Restrictns:1000, Encroachment
Restrictns:1001, Engineered Foundation Req
Restrictns:1002, Environmental
Restrictns:1003, Floor Space Ratio
Restrictns:1004, Heritage Site
Restrictns:1005, Land Use Contract
Restrictns:1006, Mandatory Building Scheme
Restrictns:1007, Mineral Claims
Restrictns:1008, Nature Conservancy
Restrictns:1009, Right of Way
Restrictns:1010, Easement
Restrictns:1011, Restrictive Covenant
Restrictns:1012, Rd Access Agreement
Restrictns:1013, Subj. to Final Registratn
Restrictns:1014, Subj. to Final Approval
Restrictns:1015, Subj. to Latecmrs Agrmnts
Restrictns:1016, Timber Seal
Restrictns:1017, Other
Restrictns:1018, None
SitInflncs:1019, Adult Oriented
SitInflncs:1020, Central Location
SitInflncs:1021, Cleared
SitInflncs:1022, Cul-de-Sac
SitInflncs:1023, Gated Complex
SitInflncs:1024, Golf Course Dev.
SitInflncs:1025, Golf Course Nearby
SitInflncs:1026, Gravel Road
SitInflncs:1027, Greenbelt
SitInflncs:1028, Lane Access
SitInflncs:1029, Marina Nearby
SitInflncs:1030, Paved Road
SitInflncs:1031, Private Setting
SitInflncs:1032, Private Yard
SitInflncs:1033, Recreation Nearby
SitInflncs:1034, Retirement Community
SitInflncs:1035, Rural Setting
SitInflncs:1036, Shopping Nearby
SitInflncs:1037, Ski Hill Nearby
SitInflncs:1038, Treed
SitInflncs:1039, Waterfront Property
SitInflncs:1580, Managed Forest Land
VOWIncl:N, No
VOWIncl:Y, Yes
VOWAddr:N, No
VOWAddr:Y, Yes
INOK:0, Yes
INOK:1, No
INOK:2, Yes Without Address
